id,x,y,cluster_id
682704259083677696,23.56971549987793,50.223655700683594,7
682658924248600576,-36.73260498046875,24.868125915527344,4
682605728583016448,-3.0155751705169678,-30.05794906616211,1
682322513414746112,-56.25986099243164,-6.630759239196777,1
682289288491470848,-32.871402740478516,12.662120819091797,1
681953670733389824,-32.26027297973633,43.64216613769531,3
681935667774013440,-10.401993751525879,-25.384191513061523,4
681602161499832320,27.448627471923828,-42.90229415893555,1
680776410592620544,-31.019519805908203,18.16230583190918,4
680472238030622720,63.572017669677734,-6.6332292556762695,0
680453683507679232,65.65841674804688,-0.6636013388633728,5
680114142318084096,-60.95054626464844,-19.052356719970703,1
679368124035178496,-30.67608642578125,18.61240577697754,3
679335998203957248,-33.99555206298828,11.03477668762207,4
679053540388675584,-48.365482330322266,32.005401611328125,4
679018370851864576,-45.322933197021484,3.97426700592041,4
678985546887135232,1.158459186553955,-74.79273223876953,2
678672391053029376,-50.50316619873047,-1.6011377573013306,1
678287427736178688,41.450843811035156,-0.5802325010299683,0
677984091564707840,-3.5724856853485107,-26.42547607421875,4
677894061374570496,-46.559898376464844,3.781895399093628,4
677700362049056768,-3.6494574546813965,-26.492448806762695,1
677620828335247360,-45.63679885864258,4.3248395919799805,4
677218509982535680,-9.788220405578613,-15.05858325958252,1
677200884221149184,-11.541206359863281,-10.836424827575684,1
676888875248160768,-62.755821228027344,4.322424411773682,1
676860650103017472,-9.319695472717285,-8.24499797821045,3
676831371159973888,-34.52587127685547,17.097854614257812,4
676507151389483008,-1.7116035223007202,26.738107681274414,3
676160333678034944,-62.66145324707031,4.270930767059326,4
675744353667702784,-11.184412002563477,-12.43906021118164,1
674703896695017472,-52.70136260986328,-17.9862060546875,6
674684906341982208,-15.670658111572266,0.9190059304237366,1
674379456329289728,5.293450355529785,5.473817825317383,6
674348222756708352,5.199967861175537,5.008145809173584,1
674013288422739968,6.158618927001953,15.605422973632812,4
673934003343257600,-12.518009185791016,38.550724029541016,4
673668826412638208,16.552623748779297,-30.01021385192871,1
673240369543446528,8.72392463684082,18.518882751464844,4
672898258226700288,-16.3161563873291,-9.139965057373047,3
672134627151052800,-11.41229248046875,-10.217965126037598,1
672091983679127552,-45.74840545654297,-4.506481170654297,4
671832887516250112,-30.383380889892578,-17.242162704467773,1
671467233923702784,-61.04261016845703,-2.508794069290161,4
671420677099003904,-49.11714553833008,-7.794796466827393,6
670337957505536000,-47.32648849487305,2.5250747203826904,1
670307637238431744,-46.822715759277344,-5.818282127380371,1
670276607555317760,29.10808753967285,-61.209678649902344,5
669936019849027584,-3.2092509269714355,46.871524810791016,7
669920776959737856,-8.773425102233887,21.047607421875,3
668901166638501888,-54.26609420776367,-2.5748610496520996,4
668867849528578048,-57.7542724609375,-3.690896511077881,6
667863774171258880,4.43435525894165,-12.416680335998535,2
667828815058472960,68.99308776855469,2.8196263313293457,5
667788216230129664,1.2138525247573853,-73.98248291015625,2
667763772094836736,-57.840187072753906,-6.307645320892334,1
667742813812039680,-46.13224411010742,-4.522419452667236,3
667474195660435456,8.551424026489258,26.07318878173828,3
667398702571515904,-56.6185417175293,-4.849850177764893,4
667129384931840000,-48.49724197387695,2.190387725830078,4
667014181800026112,-11.120611190795898,-11.737578392028809,1
666693873218035712,-54.72435760498047,-23.515378952026367,6
666654683709206528,-47.38535690307617,-4.736207962036133,6
665246453472759808,-41.47023391723633,-36.82096481323242,6
665220606317559808,-54.0173225402832,-9.603959083557129,6
664509532438192128,51.771881103515625,40.888572692871094,3
664482922519392256,40.742515563964844,-42.24552917480469,0
664223869327253504,0.2113039493560791,-67.98585510253906,2
663840932819836928,0.3847399950027466,45.62499237060547,7
663840657371459584,-2.3841588497161865,53.60283660888672,7
663840377154215936,19.39478302001953,29.293790817260742,3
663840120160800768,2.243197441101074,42.935394287109375,7
663839044229550080,-42.85092544555664,-16.499040603637695,6
663837865466572800,-8.961112976074219,53.828514099121094,7
663833539792797696,8.609498977661133,46.051597595214844,7
663060712923783168,-9.206290245056152,-60.61238098144531,2
662732963243671552,-59.2370719909668,-0.6214686632156372,6
662689333720121344,-60.457801818847656,-2.1387834548950195,4
662678911046672384,-16.2884578704834,0.04878067225217819,3
662678184559665152,18.818897247314453,-10.761159896850586,6
662677879281467392,-26.277393341064453,-49.47332000732422,2
662677575852912640,-0.27784591913223267,-59.262229919433594,2
662677256825737216,18.6402587890625,-10.716381072998047,6
662676826557280256,-2.543675661087036,31.398059844970703,3
662676514471698432,17.81242561340332,-10.558239936828613,6
662675779319263232,9.793818473815918,-10.917311668395996,1
662658897556172800,-8.740982055664062,-71.59963989257812,2
662029207669600256,-51.059913635253906,-17.61911964416504,2
661321245347057664,14.834346771240234,21.17046356201172,3
661223404943503360,-16.093053817749023,-58.47071838378906,1
660910259465097216,29.108428955078125,-61.203208923339844,0
660868662786727936,-34.119239807128906,64.98339080810547,4
660592466337239040,39.496891021728516,-45.636356353759766,5
660576091866812416,-20.1983699798584,62.546226501464844,7
660523493373714432,-10.831656455993652,-55.018943786621094,2
660497840905539584,26.166296005249023,-25.35877227783203,0
660205407210598400,39.015968322753906,-44.660987854003906,0
660148494393413632,-40.6058464050293,-30.90372657775879,6
660130722615656448,27.19967269897461,10.635237693786621,3
659848565842309120,-29.726186752319336,-40.60012435913086,2
659784671018901504,-57.95710754394531,-7.082353591918945,1
659755630115164160,-32.78419876098633,-43.818695068359375,2
659489869094215680,-59.93240737915039,-3.7290239334106445,4
659422661441814528,-65.21965026855469,-2.224332571029663,6
659395222992896000,5.744183540344238,14.858635902404785,0
659150226431811584,-55.09880828857422,31.644380569458008,4
658681416738181120,-63.95060348510742,-3.5671498775482178,6
657979456552833024,-53.1885871887207,-21.6932373046875,6
657579838316789760,-49.833553314208984,-5.839754581451416,3
656580845726109696,5.390722274780273,5.699646949768066,6
656546565146828800,-52.44236755371094,-7.431452751159668,3
655443643327737856,11.68238639831543,-53.59123992919922,1
655433293710667776,25.056936264038086,-25.745014190673828,1
655131667514847232,-17.569265365600586,74.04150390625,7
655081344712597504,-1.281905174255371,-62.707881927490234,2
654709348933890048,-55.054931640625,-9.385701179504395,3
654426828010983424,-62.52153015136719,23.97515106201172,5
654340692760662016,-45.1941032409668,38.065513610839844,4
653986230523158528,55.32035827636719,37.54807662963867,3
653950997916549120,1.2378203868865967,9.539258003234863,4
652529438530367488,-54.53492736816406,-21.863332748413086,6
652247630404124672,6.294691562652588,14.918815612792969,4
652155656724615168,5.989576816558838,13.960530281066895,4
652126897686491136,2.844917058944702,10.57993221282959,6
651875408942465024,1.1615899801254272,9.49502182006836,0
651832993032474624,6.23560905456543,14.833030700683594,4
651150251659694080,-12.95598316192627,25.14004135131836,6
650400295927726080,-15.111543655395508,-36.939762115478516,2
650377268154470400,10.99453353881836,-1.2634754180908203,3
650041294798983168,-12.998676300048828,-72.32571411132812,2
649998832311402496,2.3388431072235107,7.890214443206787,6
649976821837090816,2.5374205112457275,10.527053833007812,4
649605896360755200,-42.90016174316406,-20.2784423828125,6
649349588185280512,36.467742919921875,14.631302833557129,3
649309159725228032,-46.50471878051758,4.921765327453613,4
649272973317111808,-46.372032165527344,3.9681873321533203,4
648980633838968832,16.6231632232666,-40.18882369995117,0
648929594800783360,-50.8592529296875,-1.4345622062683105,4
648913451654316032,-35.65016555786133,4.878270626068115,4
648878197925285888,30.843778610229492,12.88782787322998,4
647844611549999104,-16.75115966796875,-33.32373046875,4
647790011119730688,37.150169372558594,35.33407974243164,0
647534842343768064,-26.560340881347656,11.016651153564453,4
647463977023352832,-34.4100341796875,-3.6359026432037354,1
647435191078776832,-55.323341369628906,-10.929807662963867,3
647131003585085440,0.24406698346138,20.121658325195312,6
646808434210287616,-33.019874572753906,-43.678077697753906,2
646775137845379072,-44.840248107910156,38.066104888916016,4
646726009643896832,63.371856689453125,-3.465134620666504,3
646354550970970112,3.723905086517334,18.408390045166016,6
646093630315192320,-5.453295707702637,53.786312103271484,7
646018471818493952,-54.40046310424805,-7.235694408416748,4
645299508897714176,41.0123291015625,0.7101179957389832,0
644976508453408768,-36.66600799560547,47.658447265625,7
644950742630039552,-15.828353881835938,75.82799530029297,7
644613729292787712,39.07002258300781,5.479892730712891,0
644582646593417216,-54.956321716308594,-18.25117301940918,6
644527522378452992,-4.12540864944458,-70.69584655761719,2
644197080450363392,-0.4218754172325134,-61.41123962402344,2
643891884780163072,30.931350708007812,-18.76100730895996,0
643504781005336576,60.01062774658203,-2.9868247509002686,0
642762537159688192,11.2068510055542,24.348438262939453,6
642373619197149184,24.05957794189453,-33.277957916259766,1
642097641736683520,15.945838928222656,-29.5423526763916,1
642057484207677440,-19.321346282958984,35.40313720703125,7
642022723070201856,54.7584342956543,10.311844825744629,3
641719412249104384,22.365482330322266,27.092315673828125,3
641664661671120896,-21.179767608642578,-42.441463470458984,2
641359810932289536,16.98088836669922,-20.124126434326172,1
641287469342691328,-45.5655403137207,-23.99366569519043,6
640945333363732480,-23.874935150146484,-13.795368194580078,1
640923223492820992,31.944107055664062,-0.9615280032157898,6
640207390948872192,23.288604736328125,16.853614807128906,0
639906628356210688,-15.721177101135254,14.267535209655762,3
639845420458508288,-37.8965950012207,-12.382678031921387,6
639806230110842880,-8.721923828125,-71.5714111328125,2
639129833713201152,22.111934661865234,-28.557165145874023,1
639101201661845504,-50.55253601074219,-8.999659538269043,3
638801672874131456,-52.94280242919922,-7.671134948730469,3
638751327640809472,22.383941650390625,-28.206295013427734,1
638732575373139968,-32.65989685058594,9.655308723449707,4
638461621694676992,42.783599853515625,-32.06332778930664,0
637664706996604928,41.78425979614258,5.845634937286377,1
637305175678390272,17.585439682006836,63.462135314941406,6
636964294324715520,5.659594535827637,62.355369567871094,7
636662837742465024,-49.46699142456055,2.0562291145324707,4
636638013871656960,-23.160709381103516,13.817889213562012,3
636302828764401664,-57.366912841796875,-16.04533576965332,6
636253545876951040,-41.8511962890625,-9.979560852050781,6
635937378633412608,10.209051132202148,23.90540313720703,6
635919932371374080,-54.96417999267578,-18.123029708862305,6
635129238128062464,10.400053024291992,-22.18260955810547,1
634832625488674816,-45.5511589050293,-23.980178833007812,6
634804744616194048,12.853741645812988,-38.31378936767578,1
634777600884408320,1.1216405630111694,-74.875732421875,2
634751210898235392,-55.512474060058594,-6.326127052307129,1
634386739717521408,-60.0178337097168,-3.498422145843506,4
634098697333284864,60.95842742919922,-8.520121574401855,5
633696200726675456,-65.34933471679688,-2.231793165206909,4
633353841883267072,3.661602258682251,-23.49654197692871,1
632306049135996928,7.385649681091309,-18.439950942993164,1
632248215723634688,-37.54596710205078,-13.714523315429688,6
632231021715415040,10.827869415283203,-49.58310317993164,2
632211730509119488,-16.59601593017578,-13.91878890991211,1
631925544141979648,-57.70156478881836,-0.2685474455356598,4
631869588322455552,22.568273544311523,-28.240816116333008,1
631575707085180928,-32.6729736328125,-12.524346351623535,6
631558686612197376,-23.305526733398438,-44.58542251586914,4
631501765846790144,23.628005981445312,30.629518508911133,0
631229916457992192,-22.01799964904785,-41.91257095336914,2
631137806304186368,-55.40946960449219,-19.919559478759766,6
630822072894095360,-26.550939559936523,-40.52256393432617,6
630768335521591296,-47.2895622253418,2.564389705657959,4
630063625173012480,12.300604820251465,-28.58184051513672,1
630041791279009792,24.326433181762695,-35.14568328857422,1
629757365793918976,24.437026977539062,-35.26097869873047,1
629720361693675520,-65.32411193847656,-3.4543066024780273,6
629648997196668928,-8.732282638549805,-71.48685455322266,2
629402751684861952,48.07740020751953,-17.477869033813477,0
629311424028749824,-48.04859161376953,21.911579132080078,4
629050367662120960,-51.04332733154297,-17.235136032104492,6
628974226364469248,-12.070145606994629,0.793855607509613,3
628973286060265472,16.89288902282715,35.81166458129883,3
628972950624956416,20.48357391357422,32.27245330810547,3
628972310561558528,16.5869197845459,35.18412780761719,3
628971985045819392,3.897568941116333,27.048019409179688,3
628971616651776000,-10.987818717956543,24.916723251342773,3
